,index,subject,dataset,idv label,group label,size,size of pre,size of next,dist to pre,dist to next,gap,pre gap,next gap
359,360,verse139,train,22,3,55686,50708,54724,33.60059523282288,33.06055050963308,33.06055050963308,33.60059523282288,30.59411708155671
360,361,verse139,train,23,3,54724,55686,55370,33.06055050963308,30.59411708155671,30.59411708155671,33.06055050963308,
361,362,verse139,train,24,3,55370,54724,,30.59411708155671,,,30.59411708155671,
362,363,verse141,train,7,1,12880,,18872,,17.233687939614086,17.233687939614086,,19.1049731745428
363,364,verse141,train,8,2,18872,12880,18918,17.233687939614086,19.1049731745428,19.1049731745428,17.233687939614086,21.494185260204677
364,365,verse141,train,9,2,18918,18872,17806,19.1049731745428,21.494185260204677,21.494185260204677,19.1049731745428,21.540659228538015
365,366,verse141,train,10,2,17806,18918,19214,21.494185260204677,21.540659228538015,21.540659228538015,21.494185260204677,22.135943621178654
366,367,verse141,train,11,2,19214,17806,20170,21.540659228538015,22.135943621178654,22.135943621178654,21.540659228538015,22.20360331117452
367,368,verse141,train,12,2,20170,19214,21192,22.135943621178654,22.20360331117452,22.20360331117452,22.135943621178654,24.08318915758459
368,369,verse141,train,13,2,21192,20170,22866,22.20360331117452,24.08318915758459,24.08318915758459,22.20360331117452,24.020824298928627
369,370,verse141,train,14,2,22866,21192,24046,24.08318915758459,24.020824298928627,24.020824298928627,24.08318915758459,23.2163735324878
370,371,verse141,train,15,2,24046,22866,26180,24.020824298928627,23.2163735324878,23.2163735324878,24.020824298928627,24.1039415863879
371,372,verse141,train,16,2,26180,24046,27966,23.2163735324878,24.1039415863879,24.1039415863879,23.2163735324878,24.515301344262525
372,373,verse141,train,17,2,27966,26180,28028,24.1039415863879,24.515301344262525,24.515301344262525,24.1039415863879,27.910571473905726
373,374,verse141,train,18,2,28028,27966,32126,24.515301344262525,27.910571473905726,27.910571473905726,24.515301344262525,30.14962686336267
374,375,verse141,train,19,2,32126,28028,36972,27.910571473905726,30.14962686336267,30.14962686336267,27.910571473905726,31.575306807693888
375,376,verse141,train,20,3,36972,32126,45212,30.14962686336267,31.575306807693888,31.575306807693888,30.14962686336267,32.29551052391029
376,377,verse141,train,21,3,45212,36972,49374,31.575306807693888,32.29551052391029,32.29551052391029,31.575306807693888,32.984845004941285
377,378,verse141,train,22,3,49374,45212,48480,32.29551052391029,32.984845004941285,32.984845004941285,32.29551052391029,30.01666203960727
378,379,verse141,train,23,3,48480,49374,51110,32.984845004941285,30.01666203960727,30.01666203960727,32.984845004941285,
379,380,verse141,train,24,3,51110,48480,,30.01666203960727,,,30.01666203960727,
380,381,verse145,val,8,2,19784,,19179,,21.047565179849187,21.047565179849187,,21.563858652847824
381,382,verse145,val,9,2,19179,19784,19669,21.047565179849187,21.563858652847824,21.563858652847824,21.047565179849187,21.213203435596427
382,383,verse145,val,10,2,19669,19179,19265,21.563858652847824,21.213203435596427,21.213203435596427,21.563858652847824,21.118712081942874
383,384,verse145,val,11,2,19265,19669,21264,21.213203435596427,21.118712081942874,21.118712081942874,21.213203435596427,21.095023109728988
384,385,verse145,val,12,2,21264,19265,23838,21.118712081942874,21.095023109728988,21.095023109728988,21.118712081942874,23.043437243605826
385,386,verse145,val,13,2,23838,21264,26468,21.095023109728988,23.043437243605826,23.043437243605826,21.095023109728988,22.22611077089287
386,387,verse145,val,14,2,26468,23838,30485,23.043437243605826,22.22611077089287,22.22611077089287,23.043437243605826,23.790754506740637
387,388,verse145,val,15,2,30485,26468,32614,22.22611077089287,23.790754506740637,23.790754506740637,22.22611077089287,23.558437978779494
388,389,verse145,val,16,2,32614,30485,38064,23.790754506740637,23.558437978779494,23.558437978779494,23.790754506740637,25.787593916455254
389,390,verse145,val,17,2,38064,32614,38043,23.558437978779494,25.787593916455254,25.787593916455254,23.558437978779494,27.964262908219126
390,391,verse145,val,18,2,38043,38064,42857,25.787593916455254,27.964262908219126,27.964262908219126,25.787593916455254,30.298514815086232
391,392,verse145,val,19,2,42857,38043,50309,27.964262908219126,30.298514815086232,30.298514815086232,27.964262908219126,30.59411708155671
392,393,verse145,val,20,3,50309,42857,53357,30.298514815086232,30.59411708155671,30.59411708155671,30.298514815086232,32.28002478313795
393,394,verse145,val,21,3,53357,50309,56826,30.59411708155671,32.28002478313795,32.28002478313795,30.59411708155671,32.14031735997639
394,395,verse145,val,22,3,56826,53357,55542,32.28002478313795,32.14031735997639,32.14031735997639,32.28002478313795,28.792360097775937
395,396,verse145,val,23,3,55542,56826,57790,32.14031735997639,28.792360097775937,28.792360097775937,32.14031735997639,
396,397,verse145,val,24,3,57790,55542,,28.792360097775937,,,28.792360097775937,
397,398,verse151,train,8,2,27199,,29015,,20.904544960366874,20.904544960366874,,21.02379604162864
398,399,verse151,train,9,2,29015,27199,27774,20.904544960366874,21.02379604162864,21.02379604162864,20.904544960366874,22.44994432064365
399,400,verse151,train,10,2,27774,29015,28194,21.02379604162864,22.44994432064365,22.44994432064365,21.02379604162864,23.600847442411894
400,401,verse151,train,11,2,28194,27774,30899,22.44994432064365,23.600847442411894,23.600847442411894,22.44994432064365,23.2163735324878
401,402,verse151,train,12,2,30899,28194,34866,23.600847442411894,23.2163735324878,23.2163735324878,23.600847442411894,25.099800796022265
402,403,verse151,train,13,2,34866,30899,39616,23.2163735324878,25.099800796022265,25.099800796022265,23.2163735324878,24.020824298928627
403,404,verse151,train,14,2,39616,34866,40843,25.099800796022265,24.020824298928627,24.020824298928627,25.099800796022265,26.019223662515376
404,405,verse151,train,15,2,40843,39616,43996,24.020824298928627,26.019223662515376,26.019223662515376,24.020824298928627,26.019223662515376
405,406,verse151,train,16,2,43996,40843,47711,26.019223662515376,26.019223662515376,26.019223662515376,26.019223662515376,28.0178514522438
406,407,verse151,train,17,2,47711,43996,51950,26.019223662515376,28.0178514522438,28.0178514522438,26.019223662515376,28.0178514522438
407,408,verse151,train,18,2,51950,47711,49038,28.0178514522438,28.0178514522438,28.0178514522438,28.0178514522438,33.15116890850155
408,409,verse151,train,19,2,49038,51950,63787,28.0178514522438,33.15116890850155,33.15116890850155,28.0178514522438,37.21558813185679
409,410,verse151,train,20,3,63787,49038,75301,33.15116890850155,37.21558813185679,37.21558813185679,33.15116890850155,35.566838487557476
410,411,verse151,train,21,3,75301,63787,83528,37.21558813185679,35.566838487557476,35.566838487557476,37.21558813185679,36.796738985948195
411,412,verse151,train,22,3,83528,75301,83900,35.566838487557476,36.796738985948195,36.796738985948195,35.566838487557476,36.180105030251084
412,413,verse151,train,23,3,83900,83528,78537,36.796738985948195,36.180105030251084,36.180105030251084,36.796738985948195,
413,414,verse151,train,24,3,78537,83900,,36.180105030251084,,,36.180105030251084,
414,415,verse201,train,1,1,12511,,17570,,15.524174696260024,15.524174696260024,,16.61324772583615
415,416,verse201,train,2,1,17570,12511,10491,15.524174696260024,16.61324772583615,16.61324772583615,15.524174696260024,11.045361017187261
416,417,verse201,train,3,1,10491,17570,10414,16.61324772583615,11.045361017187261,11.045361017187261,16.61324772583615,15.937377450509228
417,418,verse201,train,4,1,10414,10491,13722,11.045361017187261,15.937377450509228,15.937377450509228,11.045361017187261,17.233687939614086
418,419,verse201,train,5,1,13722,10414,14041,15.937377450509228,17.233687939614086,17.233687939614086,15.937377450509228,15.556349186104045
419,420,verse201,train,6,1,14041,13722,17063,17.233687939614086,15.556349186104045,15.556349186104045,17.233687939614086,17.05872210923198
420,421,verse201,train,7,1,17063,14041,19170,15.556349186104045,17.05872210923198,17.05872210923198,15.556349186104045,19.87460691435179
421,422,verse201,train,8,2,19170,17063,20510,17.05872210923198,19.87460691435179,19.87460691435179,17.05872210923198,
422,423,verse201,train,9,2,20510,19170,,19.87460691435179,,,19.87460691435179,
423,424,verse202,train,1,1,19018,,23342,,19.131126469708992,19.131126469708992,,21.02379604162864
424,425,verse202,train,2,1,23342,19018,15396,19.131126469708992,21.02379604162864,21.02379604162864,19.131126469708992,18.027756377319946
425,426,verse202,train,3,1,15396,23342,15866,21.02379604162864,18.027756377319946,18.027756377319946,21.02379604162864,19.026297590440446
426,427,verse202,train,4,1,15866,15396,16174,18.027756377319946,19.026297590440446,19.026297590440446,18.027756377319946,20.049937655763422
427,428,verse202,train,5,1,16174,15866,19174,19.026297590440446,20.049937655763422,20.049937655763422,19.026297590440446,21.236760581595302
428,429,verse202,train,6,1,19174,16174,23906,20.049937655763422,21.236760581595302,21.236760581595302,20.049937655763422,20.223748416156685
429,430,verse202,train,7,1,23906,19174,30399,21.236760581595302,20.223748416156685,20.223748416156685,21.236760581595302,
430,431,verse202,train,8,2,30399,23906,,20.223748416156685,,,20.223748416156685,
431,432,verse208,train,1,1,21706,,25906,,19.235384061671343,19.235384061671343,,21.563858652847824
432,433,verse208,train,2,1,25906,21706,20656,19.235384061671343,21.563858652847824,21.563858652847824,19.235384061671343,17.74823934929885
433,434,verse208,train,3,1,20656,25906,19070,21.563858652847824,17.74823934929885,17.74823934929885,21.563858652847824,19.697715603592208
434,435,verse208,train,4,1,19070,20656,19584,17.74823934929885,19.697715603592208,19.697715603592208,17.74823934929885,16.76305461424021
435,436,verse208,train,5,1,19584,19070,20982,19.697715603592208,16.76305461424021,16.76305461424021,19.697715603592208,20.273134932713294
436,437,verse208,train,6,1,20982,19584,25452,16.76305461424021,20.273134932713294,20.273134932713294,16.76305461424021,20.024984394500787
437,438,verse208,train,7,1,25452,20982,29694,20.273134932713294,20.024984394500787,20.024984394500787,20.273134932713294,21.97726097583591
438,439,verse208,train,8,2,29694,25452,29608,20.024984394500787,21.97726097583591,21.97726097583591,20.024984394500787,
439,440,verse208,train,9,2,29608,29694,,21.97726097583591,,,21.97726097583591,
440,441,verse212,train,1,1,14450,,19550,,17.4928556845359,17.4928556845359,,20.049937655763422
441,442,verse212,train,2,1,19550,14450,14288,17.4928556845359,20.049937655763422,20.049937655763422,17.4928556845359,17.05872210923198
442,443,verse212,train,3,1,14288,19550,12518,20.049937655763422,17.05872210923198,17.05872210923198,20.049937655763422,16.1245154965971
443,444,verse212,train,4,1,12518,14288,13346,17.05872210923198,16.1245154965971,16.1245154965971,17.05872210923198,16.15549442140351
444,445,verse212,train,5,1,13346,12518,15522,16.1245154965971,16.15549442140351,16.15549442140351,16.1245154965971,15.264337522473747
445,446,verse212,train,6,1,15522,13346,18126,16.15549442140351,15.264337522473747,15.264337522473747,16.15549442140351,17.832554500127006
446,447,verse212,train,7,1,18126,15522,24164,15.264337522473747,17.832554500127006,17.832554500127006,15.264337522473747,20.024984394500787
447,448,verse212,train,8,2,24164,18126,24518,17.832554500127006,20.024984394500787,20.024984394500787,17.832554500127006,
448,449,verse212,train,9,2,24518,24164,,20.024984394500787,,,20.024984394500787,
449,450,verse214,train,1,1,14246,,18770,,16.15549442140351,16.15549442140351,,18.411952639521967
450,451,verse214,train,2,1,18770,14246,12710,16.15549442140351,18.411952639521967,18.411952639521967,16.15549442140351,16.1245154965971
451,452,verse214,train,3,1,12710,18770,12070,18.411952639521967,16.1245154965971,16.1245154965971,18.411952639521967,15.033296378372908
452,453,verse214,train,4,1,12070,12710,12072,16.1245154965971,15.033296378372908,15.033296378372908,16.1245154965971,14.352700094407323
453,454,verse214,train,5,1,12072,12070,13326,15.033296378372908,14.352700094407323,14.352700094407323,15.033296378372908,16.55294535724685
454,455,verse214,train,6,1,13326,12072,16276,14.352700094407323,16.55294535724685,16.55294535724685,14.352700094407323,20.639767440550294
455,456,verse214,train,7,1,16276,13326,25462,16.55294535724685,20.639767440550294,20.639767440550294,16.55294535724685,23.2163735324878
456,457,verse214,train,8,2,25462,16276,25468,20.639767440550294,23.2163735324878,23.2163735324878,20.639767440550294,
457,458,verse214,train,9,2,25468,25462,,23.2163735324878,,,23.2163735324878,
458,459,verse215,test,1,1,16324,,18916,,18.2208671582886,18.2208671582886,,19.026297590440446
459,460,verse215,test,2,1,18916,16324,13280,18.2208671582886,19.026297590440446,19.026297590440446,18.2208671582886,16.06237840420901
460,461,verse215,test,3,1,13280,18916,11646,19.026297590440446,16.06237840420901,16.06237840420901,19.026297590440446,15.066519173319364
461,462,verse215,test,4,1,11646,13280,11812,16.06237840420901,15.066519173319364,15.066519173319364,16.06237840420901,15.264337522473747
462,463,verse215,test,5,1,11812,11646,12802,15.066519173319364,15.264337522473747,15.264337522473747,15.066519173319364,16.492422502470642
463,464,verse215,test,6,1,12802,11812,15652,15.264337522473747,16.492422502470642,16.492422502470642,15.264337522473747,
464,465,verse215,test,7,1,15652,12802,,16.492422502470642,,,16.492422502470642,
465,466,verse223,train,1,1,13712,,17679,,15.556349186104045,15.556349186104045,,16.76305461424021
466,467,verse223,train,2,1,17679,13712,13299,15.556349186104045,16.76305461424021,16.76305461424021,15.556349186104045,14.730919862656235
467,468,verse223,train,3,1,13299,17679,11289,16.76305461424021,14.730919862656235,14.730919862656235,16.76305461424021,17.146428199482248
468,469,verse223,train,4,1,11289,13299,11580,14.730919862656235,17.146428199482248,17.146428199482248,14.730919862656235,16.55294535724685
469,470,verse223,train,5,1,11580,11289,13298,17.146428199482248,16.55294535724685,16.55294535724685,17.146428199482248,19.026297590440446
470,471,verse223,train,6,1,13298,11580,17343,16.55294535724685,19.026297590440446,19.026297590440446,16.55294535724685,18.841443681416774
471,472,verse223,train,7,1,17343,13298,21337,19.026297590440446,18.841443681416774,18.841443681416774,19.026297590440446,
472,473,verse223,train,8,2,21337,17343,,18.841443681416774,,,18.841443681416774,
473,474,verse226,train,1,1,14170,,19664,,14.45683229480096,14.45683229480096,,18.05547008526779
474,475,verse226,train,2,1,19664,14170,15118,14.45683229480096,18.05547008526779,18.05547008526779,14.45683229480096,14.071247279470288
475,476,verse226,train,3,1,15118,19664,15125,18.05547008526779,14.071247279470288,14.071247279470288,18.05547008526779,16.15549442140351
476,477,verse226,train,4,1,15125,15118,16273,14.071247279470288,16.15549442140351,16.15549442140351,14.071247279470288,13.96424004376894
477,478,verse226,train,5,1,16273,15125,18188,16.15549442140351,13.96424004376894,13.96424004376894,16.15549442140351,17.029386365926403
478,479,verse226,train,6,1,18188,16273,22302,13.96424004376894,17.029386365926403,17.029386365926403,13.96424004376894,16.76305461424021
479,480,verse226,train,7,1,22302,18188,24732,17.029386365926403,16.76305461424021,16.76305461424021,17.029386365926403,16.186414056238647
480,481,verse226,train,8,2,24732,22302,23618,16.76305461424021,16.186414056238647,16.186414056238647,16.76305461424021,
481,482,verse226,train,9,2,23618,24732,,16.186414056238647,,,16.186414056238647,
482,483,verse227,train,1,1,10609,,14337,,14.594519519326424,14.594519519326424,,15.524174696260024
483,484,verse227,train,2,1,14337,10609,9706,14.594519519326424,15.524174696260024,15.524174696260024,14.594519519326424,15.329709716755891
484,485,verse227,train,3,1,9706,14337,9498,15.524174696260024,15.329709716755891,15.329709716755891,15.524174696260024,13.601470508735444
485,486,verse227,train,4,1,9498,9706,9690,15.329709716755891,13.601470508735444,13.601470508735444,15.329709716755891,14.7648230602334
486,487,verse227,train,5,1,9690,9498,11360,13.601470508735444,14.7648230602334,14.7648230602334,13.601470508735444,15.264337522473747
487,488,verse227,train,6,1,11360,9690,13884,14.7648230602334,15.264337522473747,15.264337522473747,14.7648230602334,17.204650534085253
488,489,verse227,train,7,1,13884,11360,17849,15.264337522473747,17.204650534085253,17.204650534085253,15.264337522473747,
489,490,verse227,train,8,2,17849,13884,,17.204650534085253,,,17.204650534085253,
490,491,verse232,val,1,1,7820,,11733,,13.638181696985855,13.638181696985855,,16.186414056238647
491,492,verse232,val,2,1,11733,7820,8433,13.638181696985855,16.186414056238647,16.186414056238647,13.638181696985855,12.24744871391589
492,493,verse232,val,3,1,8433,11733,8501,16.186414056238647,12.24744871391589,12.24744871391589,16.186414056238647,13.564659966250536
493,494,verse232,val,4,1,8501,8433,9846,12.24744871391589,13.564659966250536,13.564659966250536,12.24744871391589,13.19090595827292
494,495,verse232,val,5,1,9846,8501,11107,13.564659966250536,13.19090595827292,13.19090595827292,13.564659966250536,14.52583904633395
495,496,verse232,val,6,1,11107,9846,12842,13.19090595827292,14.52583904633395,14.52583904633395,13.19090595827292,17.4928556845359
496,497,verse232,val,7,1,12842,11107,16884,14.52583904633395,17.4928556845359,17.4928556845359,14.52583904633395,
497,498,verse232,val,8,2,16884,12842,,17.4928556845359,,,17.4928556845359,
498,499,verse239,train,1,1,11259,,14179,,16.431676725154983,16.431676725154983,,18.05547008526779
499,500,verse239,train,2,1,14179,11259,8984,16.431676725154983,18.05547008526779,18.05547008526779,16.431676725154983,16.1245154965971
500,501,verse239,train,3,1,8984,14179,9348,18.05547008526779,16.1245154965971,16.1245154965971,18.05547008526779,14.7648230602334
501,502,verse239,train,4,1,9348,8984,9817,16.1245154965971,14.7648230602334,14.7648230602334,16.1245154965971,16.583123951777
502,503,verse239,train,5,1,9817,9348,10728,14.7648230602334,16.583123951777,16.583123951777,14.7648230602334,18.35755975068582
503,504,verse239,train,6,1,10728,9817,15802,16.583123951777,18.35755975068582,18.35755975068582,16.583123951777,17.4928556845359
504,505,verse239,train,7,1,15802,10728,18389,18.35755975068582,17.4928556845359,17.4928556845359,18.35755975068582,18.788294228055936
505,506,verse239,train,8,2,18389,15802,18585,17.4928556845359,18.788294228055936,18.788294228055936,17.4928556845359,21.93171219946131
506,507,verse239,train,9,2,18585,18389,17395,18.788294228055936,21.93171219946131,21.93171219946131,18.788294228055936,22.22611077089287
507,508,verse239,train,10,2,17395,18585,17529,21.93171219946131,22.22611077089287,22.22611077089287,21.93171219946131,
508,509,verse239,train,11,2,17529,17395,,22.22611077089287,,,22.22611077089287,
509,510,verse243,train,1,1,20866,,23870,,22.44994432064365,22.44994432064365,,21.18962010041709
510,511,verse243,train,2,1,23870,20866,15978,22.44994432064365,21.18962010041709,21.18962010041709,22.44994432064365,19.026297590440446
511,512,verse243,train,3,1,15978,23870,15952,21.18962010041709,19.026297590440446,19.026297590440446,21.18962010041709,19.131126469708992
512,513,verse243,train,4,1,15952,15978,17472,19.026297590440446,19.131126469708992,19.131126469708992,19.026297590440446,19.209372712298546
513,514,verse243,train,5,1,17472,15952,16850,19.131126469708992,19.209372712298546,19.209372712298546,19.131126469708992,18.05547008526779
514,515,verse243,train,6,1,16850,17472,20326,19.209372712298546,18.05547008526779,18.05547008526779,19.209372712298546,20.09975124224178
515,516,verse243,train,7,1,20326,16850,26646,18.05547008526779,20.09975124224178,20.09975124224178,18.05547008526779,
516,517,verse243,train,8,2,26646,20326,,20.09975124224178,,,20.09975124224178,
517,518,verse251,train,6,1,20044,,24330,,20.904544960366874,20.904544960366874,,20.493901531919196
518,519,verse251,train,7,1,24330,20044,31534,20.904544960366874,20.493901531919196,20.493901531919196,20.904544960366874,22.58317958127243
519,520,verse251,train,8,2,31534,24330,32790,20.493901531919196,22.58317958127243,22.58317958127243,20.493901531919196,24.372115213907882
520,521,verse251,train,9,2,32790,31534,30660,22.58317958127243,24.372115213907882,24.372115213907882,22.58317958127243,24.758836806279895
521,522,verse251,train,10,2,30660,32790,29156,24.372115213907882,24.758836806279895,24.758836806279895,24.372115213907882,25.337718918639855
522,523,verse251,train,11,2,29156,30660,28892,24.758836806279895,25.337718918639855,25.337718918639855,24.758836806279895,28.30194339616981
523,524,verse251,train,12,2,28892,29156,32638,25.337718918639855,28.30194339616981,28.30194339616981,25.337718918639855,28.0
524,525,verse251,train,13,2,32638,28892,36434,28.30194339616981,28.0,28.0,28.30194339616981,28.178005607210743
525,526,verse251,train,14,2,36434,32638,38434,28.0,28.178005607210743,28.178005607210743,28.0,29.154759474226502
526,527,verse251,train,15,2,38434,36434,43160,28.178005607210743,29.154759474226502,29.154759474226502,28.178005607210743,30.430248109405877
527,528,verse251,train,16,2,43160,38434,49342,29.154759474226502,30.430248109405877,30.430248109405877,29.154759474226502,32.03123475609393
528,529,verse251,train,17,2,49342,43160,53380,30.430248109405877,32.03123475609393,32.03123475609393,30.430248109405877,34.38022687534217
529,530,verse251,train,18,2,53380,49342,60936,32.03123475609393,34.38022687534217,34.38022687534217,32.03123475609393,36.27671429443411
530,531,verse251,train,19,2,60936,53380,69274,34.38022687534217,36.27671429443411,36.27671429443411,34.38022687534217,39.319206502675
531,532,verse251,train,20,3,69274,60936,80006,36.27671429443411,39.319206502675,39.319206502675,36.27671429443411,40.2119385257662
532,533,verse251,train,21,3,80006,69274,90524,39.319206502675,40.2119385257662,40.2119385257662,39.319206502675,39.06404996924922
533,534,verse251,train,22,3,90524,80006,88504,40.2119385257662,39.06404996924922,39.06404996924922,40.2119385257662,35.70714214271425
534,535,verse251,train,23,3,88504,90524,98958,39.06404996924922,35.70714214271425,35.70714214271425,39.06404996924922,
535,536,verse251,train,24,3,98958,88504,,35.70714214271425,,,35.70714214271425,
536,537,verse253,train,10,2,20552,,22894,,20.639767440550294,20.639767440550294,,21.61018278497431
537,538,verse253,train,11,2,22894,20552,24668,20.639767440550294,21.61018278497431,21.61018278497431,20.639767440550294,23.345235059857504
538,539,verse253,train,12,2,24668,22894,27621,21.61018278497431,23.345235059857504,23.345235059857504,21.61018278497431,23.259406699226016
539,540,verse253,train,13,2,27621,24668,29610,23.345235059857504,23.259406699226016,23.259406699226016,23.345235059857504,24.351591323771842
540,541,verse253,train,14,2,29610,27621,32801,23.259406699226016,24.351591323771842,24.351591323771842,23.259406699226016,24.535688292770594
541,542,verse253,train,15,2,32801,29610,35198,24.351591323771842,24.535688292770594,24.535688292770594,24.351591323771842,25.019992006393608
542,543,verse253,train,16,2,35198,32801,36064,24.535688292770594,25.019992006393608,25.019992006393608,24.535688292770594,27.147743920996454
543,544,verse253,train,17,2,36064,35198,40203,25.019992006393608,27.147743920996454,27.147743920996454,25.019992006393608,30.033314835362415
544,545,verse253,train,18,2,40203,36064,45908,27.147743920996454,30.033314835362415,30.033314835362415,27.147743920996454,32.77193921634788
545,546,verse253,train,19,2,45908,40203,52668,30.033314835362415,32.77193921634788,32.77193921634788,30.033314835362415,32.77193921634788
546,547,verse253,train,20,3,52668,45908,57630,32.77193921634788,32.77193921634788,32.77193921634788,32.77193921634788,29.478805945967352
547,548,verse253,train,21,3,57630,52668,62826,32.77193921634788,29.478805945967352,29.478805945967352,32.77193921634788,31.622776601683793
548,549,verse253,train,22,3,62826,57630,64919,29.478805945967352,31.622776601683793,31.622776601683793,29.478805945967352,30.675723300355934
549,550,verse253,train,23,3,64919,62826,61984,31.622776601683793,30.675723300355934,30.675723300355934,31.622776601683793,
550,551,verse253,train,24,3,61984,64919,,30.675723300355934,,,30.675723300355934,
551,552,verse254,train,7,1,19118,,25694,,18.841443681416774,18.841443681416774,,21.97726097583591
552,553,verse254,train,8,2,25694,19118,26710,18.841443681416774,21.97726097583591,21.97726097583591,18.841443681416774,24.269322199023193
553,554,verse254,train,9,2,26710,25694,25194,21.97726097583591,24.269322199023193,24.269322199023193,21.97726097583591,23.769728648009426
554,555,verse254,train,10,2,25194,26710,26228,24.269322199023193,23.769728648009426,23.769728648009426,24.269322199023193,24.06241883103193
555,556,verse254,train,11,2,26228,25194,28072,23.769728648009426,24.06241883103193,24.06241883103193,23.769728648009426,25.729360660537214
556,557,verse254,train,12,2,28072,26228,32534,24.06241883103193,25.729360660537214,25.729360660537214,24.06241883103193,26.324893162176366
557,558,verse254,train,13,2,32534,28072,35758,25.729360660537214,26.324893162176366,26.324893162176366,25.729360660537214,26.038433132583073
558,559,verse254,train,14,2,35758,32534,36464,26.324893162176366,26.038433132583073,26.038433132583073,26.324893162176366,26.019223662515376
559,560,verse254,train,15,2,36464,35758,38608,26.038433132583073,26.019223662515376,26.019223662515376,26.038433132583073,26.076809620810597
560,561,verse254,train,16,2,38608,36464,41702,26.019223662515376,26.076809620810597,26.076809620810597,26.019223662515376,28.178005607210743
561,562,verse254,train,17,2,41702,38608,43070,26.076809620810597,28.178005607210743,28.178005607210743,26.076809620810597,30.166206257996713
562,563,verse254,train,18,2,43070,41702,49778,28.178005607210743,30.166206257996713,30.166206257996713,28.178005607210743,33.075670817082454
563,564,verse254,train,19,2,49778,43070,54228,30.166206257996713,33.075670817082454,33.075670817082454,30.166206257996713,34.19064199455752
564,565,verse254,train,20,3,54228,49778,58668,33.075670817082454,34.19064199455752,34.19064199455752,33.075670817082454,35.14256678161116
565,566,verse254,train,21,3,58668,54228,64076,34.19064199455752,35.14256678161116,35.14256678161116,34.19064199455752,36.138621999185304
566,567,verse254,train,22,3,64076,58668,65762,35.14256678161116,36.138621999185304,36.138621999185304,35.14256678161116,32.03123475609393
567,568,verse254,train,23,3,65762,64076,70170,36.138621999185304,32.03123475609393,32.03123475609393,36.138621999185304,
568,569,verse254,train,24,3,70170,65762,,32.03123475609393,,,32.03123475609393,
569,570,verse255,test,7,1,26314,,32740,,20.273134932713294,20.273134932713294,,21.95449840010015
570,571,verse255,test,8,2,32740,26314,32560,20.273134932713294,21.95449840010015,21.95449840010015,20.273134932713294,24.186773244895647
571,572,verse255,test,9,2,32560,32740,32960,21.95449840010015,24.186773244895647,24.186773244895647,21.95449840010015,22.869193252058544
572,573,verse255,test,10,2,32960,32560,35978,24.186773244895647,22.869193252058544,22.869193252058544,24.186773244895647,24.06241883103193
573,574,verse255,test,11,2,35978,32960,37334,22.869193252058544,24.06241883103193,24.06241883103193,22.869193252058544,24.124676163629637
574,575,verse255,test,12,2,37334,35978,41272,24.06241883103193,24.124676163629637,24.124676163629637,24.06241883103193,24.186773244895647
575,576,verse255,test,13,2,41272,37334,44604,24.124676163629637,24.186773244895647,24.186773244895647,24.124676163629637,25.03996805109783
576,577,verse255,test,14,2,44604,41272,49110,24.186773244895647,25.03996805109783,25.03996805109783,24.186773244895647,23.430749027719962
577,578,verse255,test,15,2,49110,44604,51374,25.03996805109783,23.430749027719962,23.430749027719962,25.03996805109783,25.079872407968907
578,579,verse255,test,16,2,51374,49110,54356,23.430749027719962,25.079872407968907,25.079872407968907,23.430749027719962,25.019992006393608
579,580,verse255,test,17,2,54356,51374,57280,25.079872407968907,25.019992006393608,25.019992006393608,25.079872407968907,28.792360097775937
580,581,verse255,test,18,2,57280,54356,59412,25.019992006393608,28.792360097775937,28.792360097775937,25.019992006393608,29.8496231131986
581,582,verse255,test,19,2,59412,57280,69774,28.792360097775937,29.8496231131986,29.8496231131986,28.792360097775937,32.77193921634788
582,583,verse255,test,20,3,69774,59412,70444,29.8496231131986,32.77193921634788,32.77193921634788,29.8496231131986,33.734255586866
583,584,verse255,test,21,3,70444,69774,76356,32.77193921634788,33.734255586866,33.734255586866,32.77193921634788,33.075670817082454
584,585,verse255,test,22,3,76356,70444,81734,33.734255586866,33.075670817082454,33.075670817082454,33.734255586866,31.20897306865447
585,586,verse255,test,23,3,81734,76356,84070,33.075670817082454,31.20897306865447,31.20897306865447,33.075670817082454,28.635642126552707
586,587,verse255,test,24,3,84070,81734,81988,31.20897306865447,28.635642126552707,28.635642126552707,31.20897306865447,
587,588,verse255,test,25,3,81988,84070,,28.635642126552707,,,28.635642126552707,
588,589,verse257,train,17,2,37696,,42038,,30.01666203960727,30.01666203960727,,31.064449134018133
589,590,verse257,train,18,2,42038,37696,42848,30.01666203960727,31.064449134018133,31.064449134018133,30.01666203960727,33.13608305156178
590,591,verse257,train,19,2,42848,42038,51332,31.064449134018133,33.13608305156178,33.13608305156178,31.064449134018133,35.014282800023196
591,592,verse257,train,20,3,51332,42848,54634,33.13608305156178,35.014282800023196,35.014282800023196,33.13608305156178,36.02776706930364
592,593,verse257,train,21,3,54634,51332,60230,35.014282800023196,36.02776706930364,36.02776706930364,35.014282800023196,35.14256678161116
593,594,verse257,train,22,3,60230,54634,59434,36.02776706930364,35.14256678161116,35.14256678161116,36.02776706930364,33.24154027718932
594,595,verse257,train,23,3,59434,60230,63191,35.14256678161116,33.24154027718932,33.24154027718932,35.14256678161116,
595,596,verse257,train,24,3,63191,59434,,33.24154027718932,,,33.24154027718932,
